reviewer_id	review	rating
966	"Long line at drive-thru, seemed like under manned. Food was OK"	3
967	Unfortunately had to eat here cause the BF wanted to go there. I hate MD food in itself  but the people at this MD were cool none the less.	3
968	If there's more than 2 cars in drive thru line keep driving unless you like overcooked hollow French fries.	2
969	The manager is terrific. She works with the crew and is wonderful with the customers.	5
970	It's a McDonald's. Enough said. Clean. Parking is extremely small and the spaces very tight. Good luck getting a large SUV in there	3
971	Very good just stopped in withe the kids for a little ice cream. Nice staff and place was very clean	5
972	I WOULD LEAVE NO S IF I COULD .DRIVE THRU ORDER IS ALWAYS PLACED CORRECTLY AND BILLED CORRECTLY ON THE RECEIPT BUT FOR SOME REASON THE LINE COOKS CANT GET THE ORDERS RIGHT .EVERYTIME I COME TO THIS LOCATION MY  FOOD IS NOT MADE CORRECTLY .TODAY I CAME THRU THE DRIVE THRU AND ORDERED A DOBBLE QUARTER POUNDER MEAL NO PICKLE MED WITH A COKE I WAS CHARGED $8.47 AND I GOT BACK TO WORK I OPENED MY FOOD AND A GOT A SINGLE QUATER PONDER WITH PICKLE'S A MED FRY THAT WAS HALF BURNT AS USUAL AND A DIET COKE. I ONLY GET A HALF HOUR LUNCH SO NO TIME TO GO BACK AND COMPLAIN SO FOOD WENT RIGHT IN THE GARBAGE .ON A PRIOR VISIT A FEW WEEKS EARLIER I WENT FOR LUNCH ORDERED A CLASSIC CHICKEN SANDWICH MEAL GOT BACK TO WORK OPENED MY FOOD I GOT WAY OVER COOKE FRIES AND A CHICKEN PATTY ON 1 BUN (JUST THE HALF OF A BUN )NOTHING ELSE.I DID NOT COMPLAIN ABOUT THAT AGAIN NO TIME TO COME BACK (1/2 HOUR LUNCH )  . ON A SEPERATE VISIT I ORDERED A BACON SANWICH MEAL AND GOT NO BACAON ON MY BURGER .I GUESS WHAT AM GETTING AT IS EVERYTIME I COME HERE THEIRS A ISSUE WITH MY FOOD I WILL NOT VISIT THIS LOCATION ANY LONGER AS WELL AS ALL MY CO WOKERS SINCE THEY HAVE HAD THE SAME EXPERIENCE . AND McDONALD'S AT ONE POINT AND TIRE WANTED MINIMUM WAGE TO BE $14 OR $15 PER HOUR THATS A JOKE !	1
973	"great food and service, but i have to stop forgetting to never get the shakes here because they taste like soap"	4
974	Was horrible. Dry old and nasty. All of us were so disappointed. That's pretty bad when a kid says it was horrible.	1
975	"It's okay for a fast food place, though it's not going to win any awards for cleanliness, especially in the bathrooms."	3
976	This McDonald's must still cook their burgers on grill which taste better the others I believed went to hot air fryers uck	4
977	The service was very slow today and they messed up the order. The fries were old and hard. They were cold	1
978	Terrible waited like 20 mins order 2 mcchicken and 1 mcdouble got 3 mcdouble smh	1
979	"Went late night, about 7 cars ahead of me but it went quickly.  Thank goodness that something was still open"	5
980	Good deals and friendly service (most of the time). The drive thru wait time is always very long.	2
981	Not really a  fast food eater but when ur hungry n on the go its a great pit stop	3
982	"This McDonald's is really going downhill, service is slow, biscuits overcooked and crunchy, bacon burned and the place is a mess. Couldn't find a clean table."	2
983	Only place for miles with a restroom that alone demands a 5  rating. Aside from that it's your typical McDonalds.	5
984	Convenient location right off the highway. Food preparation needs improvement. Staff friendliness is okay...(about average).	3
985	Last order of the night and the food was not stale and the staff were still polite and welcoming	4
986	"Fast friendly service.  Pipping hot, great tasting coffee at a FANTASTIC PRICE"	5
987	"They charge more there than my local Mc D,in Windgap... 60 cents more for a large Mocha Frappie in Brodheadsville, never again"	2
988	Clean and peaceful place to get breakfast.	5
989	Clean bathroom clean tables. Mobile order came out in 2 mins (off peak)	5
990	This McDonald                           s is the worst advertise they have certain menu items and whe	1
991	"They smokin d, I bought burgers or whatever, and they put one or two tiny lil lettuce pieces in them , it                "	1
992	"Food is always good,fresh, and fast ."	5
993	This is the worst mcdonalds I have been to.  Very slow and the order is always  wrong.   Don't  go there...  This place should be shut down or change the management.   .	1
994	"Sadly, I get mistreated every time I come here.. I put this review off for a while now and the mistreatment continues.. The workers here need to be trained on customer service.. :("	1
995	I have been there quite abfew times and personally never had a problem but my girlfriends order has been messed up a few times	4
996	This place is the one in front of the Lehigh Valley mall do not go there  there  was glass in the inside of my Burger and the manager refused to even hear me. I will be contacting corporate	1
997	The service at the drive in was terrible.i sat in line for 20min no one was there to take my order and then when I went inside people were waiting for orders to be filled and to be waited on.I ended up going to Burger King instead	1
998	Their cheeseburger costs more than a double cheeseburger and they won't give me a double cheeseburger with only 1 patty	1
999	Good service. Everything good here.	4
1000	Seriously who forgets to put everything on a burger. Lol I can understand missing one item but everything except the burger itself lol not once but twice lol                   	1
1001	It was good food they got my burger right !!	4
1002	I have been to many McDonald's locations and I have to say this was the worst Big Mac and Filet sandwich I have ever had. I was highly disappointed!!!	1
1003	Drive thru gets clogged and go inside I'm 1 of 2 customers it took longer than drive thru	3
1004	I applied online and said I was fourteen and out on my resume I was fourteen and I get scheduled for an interview and they say I can                           t be hired be	1
1005	"Lisa deserves 5, she                   "	5
1006	"It is McDonald's. You know what to expect. This particular one, however, often has ""machines down"" or being ""cleaned"". Can't get a latte, can't get a milkshake, etc. Kind of ridiculous."	3
1007	I am not a McDonald's fan but I can say the place was very clean and the young girl that took my order was pleasant	3
1008	They messed on my husbands meal and the cook is missing around laughing about messing up the order. They joking about spitting in people   	1
1009	Just another McD's. Slightly sub-par breakfast sandwiches. Weak wifi.	3
1010	One of the good quality McDonald's. I stop by almost every times I go snowboarding in PA.	5
1011	It's McDonalds.  Who doesn't love it.  Went through drive thru and staff pleasant.	5
1012	I waited over 15 minutes in drive thru after I paid and got to the pickup window . Was asked pull-up and wait .	1
1013	"VERY, VERY Friendly and helpful people. Almost treat ya like family when you walk in. I stop there frequently    "	5
1014	"Good place for a fast food meal! The restaurant was clean!, and the service was good!"	4
1015	A little slow taking the order but the kid enjoyed the center pieces and decorations	4
1016	ya                           ll m	5
1017	"Typical visit. But what sucked was, by the time we got our food, the fries were cold. :("	3
1018	I took my grandson to McDonald's in Broadheadsville today for his Birthday and the service and food was great!	5
1019	Big Macs are outstanding the the milkshakes I look forward to and the atmosphere is nice would be nice if they had TVs	5
1020	Would have been five s but our fries were old and refried	3
1021	"Long wait times for the drive-thru. They jerk you around with their open/close times, too. They close at eleven, I drove by at 10 after ten and they said they were closed for the night."	1
1022	Always super good my favorite restaurant all across the United States	5
1023	Always enjoy the food and prices at McDonald's.  Only drawback is the wait time on line.	4
1024	You would find the Covid-19 vaccine here before you found a working ice cream machine	2
1025	Fast service food good but pricey	4
1026	Food was good quick fresh..	4
1027	They just hung up on me when I was talking. It was not relating to poor connection.	1
1028	Got the bundle good deal something for everyone.	4
1029	Food was good and cashier was friendly. Restaurant and bathrooms were clean.	4
1030	Its not bad!! They made my burger perfect when i took it out of the box lol	3
1031	"Good customer service, and correct stuff that was ordered. Verry professional."	4
1032	They dont have good customer service. Plus they dont listen to customers.	1
1033	Night crew was very polite. Food was delicious. No complaints	5
1034	Doesn't honor coupons when they clearly state at McDonald's nationwide. Managers are rude.	1
1035	I had a drink n cheese burger n the burger n cheese was colder the ketchup.... it's rare to ever get a hot chburger at McDonald's	1
1036	This was the worst. They had no fountain drinks and the water they substituted for it was warm.	1
1037	Pleasant and very good thankfully they fixed the order right	5
1038	Very nice and courteous people the food was delicious and cooked well	5
1039	"They're the best, their employees are very courteous and helpful!!!"	5
1040	"Always enjoy Mcdees.....
Pretty clean bathrooms, as well as their overall interior."	5
1041	"Service was very very slow  , then the food was barely warm."	4
1042	Waited in the drive up.10 minutes. Should had the man in front park instead of waiting at yhe window for his stuff.	1
1043	They always have puppy treats for my fur baby	5
1044	The McDonalds in Brodheadsville is one of the worst McDonalds I've ever experienced. Its sad our own hometown McDonalds is the way it is	1
1045	Paid$4.01 for what used to be $1.00 to greedy for me never again	1
1046	I go here for lunch all the time and I've never had a problem	5
1047	Chicken nuggets and fries are very tasty but felt horrible rest of the day and next day too...probably all the fillers and stuff...	3
1048	Great had just come from getting our great grandson a haircut	5
1049	"It's Mc d's, food is always good even if it's bad for you   "	5
1050	They have a fireplace that they never use so it's always freezing. Maybe put some heat on.	3
1051	Big place sort of empty but great customer service	4
1052	This place is so good but the food really is no good for you. LOL	5
1053	Food is always hot.  If you use there new app it doesn't always work	5
1054	Wost McDonald's ever very nasty manager Anna And the employee's are rude and nasty	1
1055	"Fast, fresh & hot! Staff was very nice! Great job!    "	5
1056	Excellent fast food place.. excellent in and out food chain.	5
1057	If they got my order correct I'd be shocked.	3
1058	They suck got 4 bacon doulbles and didn't get any bacon on them not the first time either	1
1059	Foods terrible slowest McDonald's I've ever been to wouldn't recommend to my worst enemy     	1
1060	No complaints. Food was fresh.	5
1061	"The one complaint is the put food in a bag that is too small to close, food gets cold quickly."	3
1062	The breakfast sandwich was burnt and also hard as a rock. Broke my tooth..      	1
1063	Clean and inexpensive. If faster would have been 5.	4
1064	"Out of receipt paper, muffin on my english muffin was as hard as a hockey puck."	1
1065	Ok but sometimes food not the best	4
1066	They always get my order wrong and I ordered. Bacon and it wasn't even cooked	1
1067	Quick service and the staff is very friendly 	5
1068	Service was fast and the staff was great	4
1069	Good service...crappy food fries were old same as nuggets	1
1070	Disrespectful staff	1
1071	"Everything was fresh, nothing better than fresh    "	5
1072	Very polite servers.  Food neatly packaged.	5
1073	My bagel sandwich was stale. Bottom could not even eat. Very disappointed for the price.	1
1074	They threw me and my friends out that were doing business and not buying anything	2
1075	"Lady was very helpful and polite, food was ok"	3
1076	Food was ok. Waited too long to get my food	2
1077	"second time 4/11/19 bethlehem
Now 4/12/19 broadheadville
Was given wrong order."	1
1078	Made me wait in the annoying end of the sidewalk spot only to give me cold food and a watered down iced coffee	3
1079	The always have a smile on there face and are very helpful and polite.	5
1080	Inconsistent inconsistent that's the truth. Also they don't clean the edges of the booths. Gross	2
1081	Service is hit or miss.  Give you fries that are half full.	2
1082	Associate was very nice and helpful	5
1083	Service was slow  came home and order was missing 2andwiches	1
1084	Great service. Very clean	5
1085	Improved service. Clean. Very courteous crew. Improvement	4
1086	Gift card didn't work AGAIN. No help from clerk  Rude.	1
1087	Good food but really long wait	3
1088	Breakfast is the best meal of the day. Pancakes are good.	3
1089	Customer friendly buns are always fresh.	4
1090	Who forgets to put meat on a sandwich? Brodheadsville MC Donalds that's who. I mean really?	1
1091	Hash browns are always cold and under-cooked.	2
1092	Ordered a large fry and they were burnt had to go back and they were still overdone	2
1093	Out of ketchup had to get packets of them. Cashier seems a little stressed.	4
1094	Fast drive thru. Hot fresh fries.	4
1095	Even after expressing items that were missing they still got it wrong	2
1096	30 minutes in drive thru.... Ridiculous	2
1097	Its McDonald's.  Everything was fine.	5
1098	Breakfast was very good hit the spot	5
1099	Worst service ever. Slow and always forget items.	1
1100	Great workers and great people there	5
1101	Good people . great job thank you	5
1102	"I always order special food, they usually get it right at this location."	4
1103	Love the food and their fast service	5
1104	"You order, you get what you expect most the time, it's McDonald's ehhh."	5
1105	There is no wait you get your food right away and there food is awesome	5
1106	"It's McDonald's, always great everywhere."	5
1107	Service was slow and they made my order wrong :(	3
1108	Service wasn't the best and my food was cold	1
1109	The cashier was friendly and pretty fast.	4
1110	Coffee was made the way I asked. And I love Mc griddles.	4
1111	"Service, overall, better than most McDs."	5
1112	"It's McDonald's. If you're reading reviews to decide which McDonald's to go to, you need a hobby."	4
1113	"Slow for fast food
And milk shake machine is always down"	3
1114	In the Happy Meal they forgot the apple juice	4
1115	Always hot food and good service	5
1116	"Consistently bad as we
Have become conditioned to expect and except."	2
1117	Don't go here!!!!! I regret it every time I give it another chance.	1
1118	It's you know. Fast food. Had an egg mcmuffen.	5
1119	"As always, good food for a good price."	5
1120	Love having breakfast when e we I want	4
1121	Customer service here was good	5
1122	Got order correct. Its a good day.	5
1123	"The food was cold, French fries awful"	1
1124	"Quick and easy, always a decent cup of coffee!"	4
1125	Great friendly service good food	5
1126	Lovely breakfast.  Comfortable dining room	5
1127	The app does not work 75% of the time. Must be fixed!!	5
1128	Food was cold   	4
1129	They always mess up my order	2
1130	Too much money to pay for mostly bun with your burgef	5
1131	Worst service wrong order	1
1132	Food isn't cooked and very slow	3
1133	Says 24 hours went there at 12:30 and they were closed	1
1134	It's ok if in hurry for food for supper	2
1135	Service was slow and the girl behind the counter was rude	1
1136	"I went for a sundae, & of course I enjoyed it."	5
1137	Its a McDonald's. Its gross. Smells like pee.	1
1138	Food very fresh	5
1139	"Mickey D""s is just what it is ..."	2
1140	They say there open 24 hours and they were closed by 12am	1
1141	The sturgeon was fantastic. Cooked to perfection!	4
1142	Go ahead and get poisoned. I deffinently wont be.	1
1143	Very fast workers	5
1144	Always get orders wrong	1
1145	"Never fails, always hits the spot lol"	5
1146	Great place .  Friendly people.  Great music	5
1147	Worst McDonald's I have ever been to	2
1148	"It is fast food, what is there to say?"	3
1149	My kids love the food	5
1150	It's a McDonald's what can I say.	5
1151	Good fries shakes suck	4
1152	Full service McDonald's and they bring your food out to you.	5
1153	Hashbrowns were super fresh.	3
1154	I love this as a place to go after school with my friends.	5
1155	It's a McDonalds. Friendly staff and got the order right.	5
1156	"Under construction, did the best under circumstances"	2
1157	Food cold. No napkins.  Employees rude	1
1158	Love the underrated Filet O Fish   	4
1159	Good people food is fast	4
1160	Friendly people.  Nice atmosphere and clean.	5
1161	Great Manager and quick	4
1162	"Great price,  good food"	4
1163	Fresh food E-Z Parking nice people	4
1164	Filet of fish delicious!!	4
1165	Super yummy vanilla milkshake!	5
1166	Close to work call ahead ordering	5
1167	Friendly people fast service	5
1168	"Its mcdonalds, just went because u was short on time"	1
1169	What can I really say about Mickey D	3
1170	Friendly and respectful and fast	5
1171	NVR liked McD's.  NVR eat here.	2
1172	Slow service in drive thru...	3
1173	No Entry. Just window orders	5
1174	Fast and very friendly service	4
1175	"Pleasant atmosphere, clean and friendly"	5
1176	it's fine	3
1177	People had a good sense of humor	2
1178	the wait is long and the cashiers are rude	2
1179	Regular McDonald's with a breakfast all day menu.	4
1180	Great place Moderate Prices	1
1181	Got good service there	4
1182	Excellent place bring the family	5
1183	Burgers were dry and tasteless	1
1184	"Not that healthy, but tastes good."	4
1185	They always rushing and always forget something	1
1186	"Clean, and workers are friendly enough."	3
1187	Lisa is a sweet lady	5
1188	Very good burgers.	4
1189	Clean restrooms and tasty fries	5
1190	Was a little slow in the drive trough	3
1191	didn't get the sauces I asked for	2
1192	People work there sucks.	1
1193	Great!! Fresh food!!! Nice and hot!!!	5
1194	Food is always fresh	5
1195	"Delicious food, clean place"	5
1196	I very rarely eat here	2
1197	Love the caramel frappes	5
1198	Fast and friendly staff	5
1199	Very good	5
1200	The food was not that great	3
1201	"Well for a mcd's, it was decent"	4
1202	Stop by eat then leave!	3
1203	The shake machine is never working.	3
1204	Good breakfast special	4
1205	Food always cold	1
1206	Clean and well kept...	5
1207	"Very quick, and delicious"	3
1208	Fast food	5
1209	Everybody loves McD's	4
1210	Good for a quick stop.	5
1211	Very quick service	5
1212	Quick n easy....	5
1213	they have maggots	1
1214	Drive thru only	1
1215	Pancakes were great!	4
1216	Good service and good food	2
1217	"""I'm Lovin' It"""	5
1218	Just a nice Mc Donald's	4
1219	Great service	5
1220	"Nice&clean,happy atmosphere."	4
1221	Good food and service	5
1222	Good food	5
1223	Every time is a delicious time	5
1224	Good fast food.	5
1225	Good food	5
1226	Fast food is fast food	4
1227	Easy clean and convenient	3
1228	Love the apple pies	5
1229	Good food	5
1230	Love their food	5
1231	Ridiculously slow service	1
1232	Same as any other McDonald's	3
1233	Good Service and Good Food	4
1234	Great service and friendly	3
1235	"Clean, friendly staff!"	5
1236	It's fast food.	3
1237	Not open 24/7	1
1238	Small coffee cream and sugar	4
1239	Meh	2
1240	Got what I asked for and more.	4
1241	Beutiful!	5
1242	It was a sloppy burger    	3
1243	Nice...	4
1244	Nice	4
1245	It was good	3
1246	mmmm chimken	5
1247	Slow drive up window	2
1248	     great!    	5
1249	This is a horrible food place	1
1250	It was ok.	4
1251	Its ok	3
1252	It Mickey D's...it is what it is.	3
1253	Food was hot	5
1254	Horrible experience	1
1255	The stuff I hear is disgusting	3
1256	Quick and courteous.	5
1257	It was good	4
1258	Pretty clean.	5
1259	BIG MAC  YUM	5
1260	Service was excellent	5
1261	Uggg	2
1262	Gorgeous place	5
1263	Great!	5
1264	Love!	5
1265	Love it	5
1266	Its okay	3
1267	Great service.	5
1268	Quick service.	4
1269	The usual	2
1270	It's McDonald's nuff said.	3
1271	Great	4
1272	The not the way should be	1
1273	Very very slow	2
1274	Nice	5
1275	Fast sevice	3
1276	Nice people	5
1277	I work for then	5
1278	Easy for coffee	4
1279	Yumm	5
1280	awesome	5
1281	Fast	5
1282	Ok	4
1283	Good service	5
1284	Mcdonalds is trash	1
1285	Ok	3
1286	Good service	3
1287	Good service	4
1288	Good coffee	4
1289	Good	4
1290	Great	5
1291	McDonald's what else needs to be said	4
1292	Yummy	4
1293	Horrible fries...	2
1294	Typical McDonald's.	3
1295	Love McDonald's	5
1296	Friendly people.	5
1297	Its mc donalds	3
1298	Hot fresh food	5
1299	Worst service	1
1300	Clean	5
1301	Terrible food	1
1302	S L O W service.	3
1303	Okay	3
1304	Okay service	3
1305	Nice place	4
1306	eh	1
1307	Stay away from chicken	4
1308	Mac tonight	5
1309	good coffee	5
1310	Burnt ice cream	3
1311	It is what it is.	3
1312	I was hungry	5
1313	Cold fries	3
1314	No comment	1
1315	It     	4
1316	Convenient	5
1317	It's McDonald's.	3
1318	It's McDonald's that's it	3
1319	Its McDonalds	5
1320	McDonald's Hello	3
1321	It's McDonald's	3
1322	It is good the food is rich good price fast I love the coffee frappe it is very delicious	4
1323	Good attention    	5
1324	Excellent 	5
1325	Bad	1
1326	Excellent 	5
1327	Good 	4
1328	Poor 	2
1329	Good 	4
1330	Excellent 	5
1331	Poor 	2
1332	Excellent 	5
1333	Excellent 	5
1334	Good 	4
1335	McDead	1
1336	Bad	1
1337	Neutral	3
1338	Excellent 	5
1339	Good 	4
1340	Good 	4
1341	Excellent 	5
1342	Excellent 	5
1343	Excellent 	5
1344	Excellent 	5
1345	Good 	4
1346	Excellent 	5
1347	Good 	4
1348	Excellent 	5
1349	Good 	4
1350	Neutral	3
1351	Excellent 	5
1352	Excellent 	5
1353	Neutral	3
1354	Excellent 	5
1355	Excellent 	5
1356	Excellent 	5
1357	Good 	4
1358	Neutral	3
1359	Neutral	3
1360	Good 	4
1361	Neutral	3
1362	Excellent 	5
1363	Good 	4
1364	Good 	4
1365	Excellent 	5
1366	Neutral	3
1367	Excellent 	5
1368	Excellent 	5
1369	Excellent 	5
1370	Excellent 	5
1371	Excellent 	5
1372	Excellent 	5
1373	Neutral	3
1374	Excellent 	5
1375	Good 	4
1376	Excellent 	5
1377	Good 	4
1378	Neutral	3
1379	Neutral	3
1380	Excellent 	5
1381	Poor 	2
1382	Excellent 	5
1383	Excellent 	5
1384	Excellent 	5
1385	Excellent 	5
1386	Good 	4
1387	Excellent 	5
1388	"The staff was disorganized and seemed overwhelmed, and my order was completely messed up."	1
1389	Good 	4
1390	Neutral	3
1391	Poor 	2
1392	Good 	4
1393	Neutral	3
1394	Excellent 	5
1395	Neutral	3
1396	Poor 	2
1397	Good 	4
1398	Excellent 	5
1399	Excellent 	5
1400	Poor 	2
1401	Excellent 	5
1402	Excellent 	5
1403	Excellent 	5
1404	Neutral	3
1405	Good 	4
1406	Neutral	3
1407	Excellent 	5
1408	Neutral	3
1409	Neutral	3
1410	Good 	4
1411	Excellent 	5
1412	Neutral	3
1413	Excellent 	5
1414	Neutral	3
1415	Good 	4
1416	Poor 	2
1417	Excellent 	5
1418	Neutral	3
1419	Excellent 	5
1420	"The staff was slow and unattentive, and my food arrived cold and inedible."	1
1421	Neutral	3
1422	Excellent 	5
1423	Excellent 	5
1424	Neutral	3
1425	Neutral	3
1426	Neutral	3
1427	Neutral	3
1428	Neutral	3
1429	Neutral	3
1430	Excellent 	5
1431	Neutral	3
1432	Excellent 	5
1433	Excellent 	5
1434	Neutral	3
1435	"The fries were overcooked and tasted burnt, and the staff didn't offer any resolution."	1
1436	Good 	4
1437	Poor 	2
1438	Good 	4
1439	Good 	4
1440	Excellent 	5
1441	Excellent 	5
1442	Neutral	3
1443	Poor 	2
1444	not good	1
1445	Excellent 	5
1446	Good 	4
1447	Excellent 	5
1448	Neutral	3
1449	Neutral	3
1450	Poor 	2
1451	Good 	4
1452	Terrible	1
1453	Excellent 	5
1454	Excellent 	5
1455	Neutral	3
1456	Neutral	3
1457	Neutral	3
1458	Excellent 	5
1459	Excellent 	5
1460	Excellent 	5
1461	Excellent 	5
1462	I don    	1
1463	Poor 	2
1464	Excellent 	5
1465	Good 	4
1466	Good 	4
1467	Excellent 	5
1468	Excellent 	5
1469	Good 	4
1470	Excellent 	5
1471	ew	1
1472	Good 	4
1473	Excellent 	5
1474	Good 	4
1475	Good 	4
1476	Poor 	2
1477	Good 	4
1478	Excellent 	5
1479	Neutral	3
1480	Neutral	3
1481	Excellent 	5
1482	Excellent 	5
1483	Good 	4
1484	Excellent 	5
1485	Neutral	3
1486	Excellent 	5
1487	Good 	4
1488	Neutral	3
1489	Excellent 	5
1490	Excellent 	5
1491	Terrible	1
1492	Excellent 	5
1493	Neutral	3
1494	Excellent 	5
1495	Excellent 	5
1496	Neutral	3
1497	Good 	4
1498	Neutral	3
1499	Excellent 	5
1500	Neutral	3
1501	Excellent 	5
1502	Neutral	3
1503	Excellent 	5
1504	Good 	4
1505	Good 	4
1506	No too bad	1
1507	Good 	4
1508	Good 	4
1509	Excellent 	5
1510	Good 	4
1511	Excellent 	5
1512	Neutral	3
1513	Good 	4
1514	Neutral	3
1515	Neutral	3
1516	Terrible	1
1517	Excellent 	5
1518	Excellent 	5
1519	Excellent 	5
1520	Good 	4
1521	Good 	4
1522	Good 	4
1523	Good 	4
1524	Excellent 	5
1525	Excellent 	5
1526	Excellent 	5
1527	Neutral	3
1528	Good 	4
1529	Terrible	1
1530	Excellent 	5
1531	Good 	4
1532	Excellent 	5
1533	Good 	4
1534	Excellent 	5
1535	Excellent 	5
1536	Terrible	1
1537	Excellent 	5
1538	Excellent 	5
1539	Neutral	3
1540	Neutral	3
1541	Neutral	3
1542	Neutral	3
1543	Terrible	1
1544	Excellent 	5
1545	Excellent 	5
1546	Good 	4
1547	Terrible	1
1548	Excellent 	5
1549	Excellent 	5
1550	Good 	4
1551	Terrible	1
1552	Excellent 	5
1553	Excellent 	5
1554	Excellent 	5
1555	Excellent 	5
1556	Excellent 	5
1557	Excellent 	5
1558	Excellent 	5
1559	Terrible	1
1560	Neutral	3
1561	Excellent 	5
1562	Neutral	3
1563	Excellent 	5
1564	Good 	4
1565	Terrible	1
1566	Good 	4
1567	Good 	4
1568	Neutral	3
1569	Excellent 	5
1570	Terrible	1
1571	Good 	4
1572	Neutral	3
1573	Good 	4
1574	Terrible	1
1575	Excellent 	5
1576	Good 	4
1577	Terrible	1
1578	Neutral	3
1579	Poor 	2
1580	Excellent 	5
1581	Excellent 	5
1582	Good 	4
1583	Terrible	1
1584	Excellent 	5
1585	Excellent 	5
1586	Terrible	1
1587	Good 	4
1588	Excellent 	5
1589	Excellent 	5
1590	Good 	4
1591	Good 	4
1592	Poor 	2
1593	Neutral	3
1594	Neutral	3
1595	Good 	4
1596	Poor 	2
1597	Good 	4
1598	Excellent 	5
1599	Neutral	3
1600	Good 	4
1601	Excellent 	5
1602	Neutral	3
1603	Poor 	2
1604	Good 	4
1605	Good 	4
1606	Good 	4
1607	Neutral	3
1608	Neutral	3
1609	Good 	4
1610	Good 	4
1611	Neutral	3
1612	Poor 	2
1613	Excellent 	5
1614	Neutral	3
1615	Terrible	1
1616	Neutral	3
1617	Good 	4
1618	Excellent 	5
1619	Good 	4
1620	Good 	4
1621	Neutral	3
1622	Good 	4
1623	Neutral	3
1624	Good 	4
1625	Neutral	3
1626	Excellent 	5
1627	Excellent 	5
1628	Neutral	3
1629	Terrible	1
1630	Good 	4
1631	Excellent 	5
1632	Excellent 	5
1633	Neutral	3
1634	Excellent 	5
1635	Terrible	1
1636	"The staff messed up my order not once, but twice, and the food was barely edible."	1
1637	Good 	4
1638	Terrible	1
1639	Good 	4
1640	Excellent 	5
1641	Excellent 	5
1642	Good 	4
1643	Excellent 	5
1644	Good 	4
1645	Neutral	3
1646	Neutral	3
1647	Excellent 	5
1648	Good 	4
1649	Good 	4
1650	Excellent 	5
1651	Excellent 	5
1652	Excellent 	5
1653	Excellent 	5
1654	Good 	4
1655	Good 	4
1656	Excellent 	5
1657	Good 	4
1658	Neutral	3
1659	Excellent 	5
1660	Poor 	2
1661	Neutral	3
1662	Neutral	3
1663	Good 	4
1664	Excellent 	5
1665	Excellent 	5
1666	Poor 	2
1667	Neutral	3
1668	Excellent 	5
1669	Good 	4
1670	Neutral	3
1671	Good 	4
1672	Terrible	1
1673	Excellent 	5
1674	Neutral	3
1675	Terrible	1
1676	Good 	4
1677	Good 	4
1678	Excellent 	5
1679	Excellent 	5
1680	Good 	4
1681	Excellent 	5
1682	Excellent 	5
1683	Excellent 	5
1684	Excellent 	5
1685	Excellent 	5
1686	Neutral	3
1687	Good 	4
1688	Good 	4
1689	Good 	4
1690	Terrible	1
1691	Neutral	3
1692	Good 	4
1693	Good 	4
1694	Excellent 	5
1695	Excellent 	5
1696	Excellent 	5
1697	Poor 	2
1698	Good 	4
1699	Excellent 	5
1700	Good 	4
1701	Excellent 	5
1702	Excellent 	5
1703	Good 	4
1704	Good 	4
1705	Terrible	1
1706	Excellent 	5
1707	Neutral	3
1708	Excellent 	5
1709	Good 	4
1710	Terrible	1
1711	Poor 	2
1712	Neutral	3
1713	Excellent 	5
1714	Terrible	1
1715	Excellent 	5
1716	Good 	4
1717	Good 	4
1718	Good 	4
1719	Terrible	1
1720	Good 	4
1721	Good 	4
1722	Excellent 	5
1723	Excellent 	5
1724	Excellent 	5
1725	Neutral	3
1726	Excellent 	5
1727	Neutral	3
1728	Good 	4
1729	Neutral	3
1730	Neutral	3
1731	Excellent 	5
1732	Poor 	2
1733	Excellent 	5
1734	Poor 	2
1735	Neutral	3
1736	Good 	4
1737	Good 	4
1738	Poor 	2
1739	Neutral	3
1740	Excellent 	5
1741	Good 	4
1742	Neutral	3
1743	Poor 	2
1744	Excellent 	5
1745	Good 	4
1746	Excellent 	5
1747	Good 	4
1748	Good 	4
1749	Excellent 	5
1750	Excellent 	5
1751	Excellent 	5
1752	Good 	4
1753	Terrible	1
1754	Good 	4
1755	Good 	4
1756	Neutral	3
1757	Good 	4
1758	Poor 	2
1759	Terrible	1
1760	Terrible	1
1761	Terrible	1
1762	Good 	4
1763	Excellent 	5
1764	Good 	4
1765	Poor 	2
1766	Terrible	1
1767	Excellent 	5
1768	Excellent 	5
1769	Poor 	2
1770	Good 	4
1771	Good 	4
1772	Excellent 	5
1773	Excellent 	5
1774	Excellent 	5
1775	Excellent 	5
1776	Terrible	1
1777	Good 	4
1778	Neutral	3
1779	Neutral	3
1780	Excellent 	5
1781	Excellent 	5
1782	Neutral	3
1783	Terrible	1
1784	Excellent 	5
1785	Good 	4
1786	Terrible	1
1787	Good 	4
1788	Excellent 	5
1789	Neutral	3
1790	Good 	4
1791	Good 	4
1792	Excellent 	5
1793	Neutral	3
1794	Excellent 	5
1795	Excellent 	5
1796	Excellent 	5
1797	Terrible	1
1798	Good 	4
1799	Excellent 	5
1800	Good 	4
1801	Excellent 	5
1802	Excellent 	5
1803	Good 	4
1804	Good 	4
1805	Terrible	1
1806	Neutral	3
1807	Excellent 	5
1808	Good 	4
1809	Excellent 	5
1810	Excellent 	5
1811	Good 	4
1812	Neutral	3
1813	Excellent 	5
1814	Excellent 	5
1815	Good 	4
1816	Neutral	3
1817	Excellent 	5
1818	Neutral	3
1819	Neutral	3
1820	Excellent 	5
1821	Excellent 	5
